id	data_size	infer_time	accuracy	
92660	204.126	24.909	0.248	
92839	225.326	29.922	0.9	
92939	170.928	19.92	0.454	
93154	201.262	19.97	0.389	
93261	88.93	25.932	0.484	
93353	79.831	25.955	0.455	
93437	105.545	19.946	0.247	
93717	130.779	24.932	0.358	
93965	304.203	25.906	1.0	
94157	166.197	19.947	0.5	
94185	225.289	26.903	0.205	
94326	170.452	21.941	0.625	
94336	92.042	25.93	0.868	
94614	51.392	23.936	0.378	
94751	45.522	20.944	0.146	
94852	364.795	26.928	0.9	
94871	237.964	20.92	0.596	
94944	102.804	23.936	0.353	
95069	126.84	26.905	0.5	
95155	197.893	25.907	0.772	
95707	133.31	21.941	0.341	
95786	71.219	24.932	0.691	
95843	152.811	23.91	1.0	
95862	66.434	26.927	0.482	
95899	202.563	24.933	1.0	
96001	172.885	24.908	0.663	
96427	149.455	23.911	0.604	
96493	108.165	19.947	0.581	
96549	80.792	22.939	1.0	
96825	224.406	27.898	0.234	
96960	239.981	26.904	1.0	
97022	174.133	25.906	0.481	
97230	183.396	25.93	0.901	
97278	103.154	20.92	0.901	
97337	154.05	26.928	0.19	
97585	257.105	20.944	0.333	
97679	102.892	27.925	0.444	
97924	111.538	25.932	0.516	
97988	274.95	27.899	0.549	
97994	137.28	24.621	0.463	
98018	169.207	23.936	0.062	
98261	13.62	23.936	0.626	
98287	175.626	19.946	0.361	
98392	90.535	20.944	0.485	
98497	113.861	25.931	-1.0	
98520	118.166	25.931	0.751	
98633	84.636	20.945	0.9	
98716	120.311	20.944	0.881	
98839	170.0	25.93	0.631	
98853	233.334	18.974	0.463	
99024	132.708	26.904	1.0	
99039	225.508	25.906	0.133	
99053	232.278	25.906	0.307	
99054	190.31	19.92	0.37	
99114	116.393	24.907	0.592	
99182	105.155	23.935	0.366	
99242	103.885	23.912	0.95	
99428	218.429	25.907	0.227	
99810	53.599	23.937	0.844	
100238	223.659	25.93	0.656	
100274	204.502	25.932	0.172	
100283	218.596	25.906	0.404	
100428	164.355	26.904	0.257	
100489	178.467	19.922	1.0	
100510	138.254	25.93	0.602	
100582	239.665	23.907	0.303	
100624	80.279	23.936	0.3	
100723	157.48	25.931	0.457	
101022	227.924	20.944	-1.0	
101068	233.362	23.936	1.0	
101420	117.232	26.519	0.925	
101762	113.184	24.933	0.476	
101780	202.478	20.943	0.856	
101787	147.624	19.947	0.7	
101884	134.651	23.91	0.597	
