id	data_size	infer_time	accuracy	
28809	138.837	145.587	0.553	
28993	260.305	147.605	0.295	
29187	265.161	125.662	0.835	
29393	163.919	128.655	0.431	
29397	197.676	127.659	0.95	
29596	173.774	110.679	0.465	
29640	197.03	109.683	0.252	
29675	193.934	114.694	0.752	
29984	179.636	125.638	0.845	
30213	258.413	129.654	0.338	
30494	205.901	127.634	0.454	
30504	221.441	115.69	0.733	
30675	208.524	102.244	1.0	
30785	209.344	128.632	0.175	
30828	177.125	111.256	0.376	
31050	208.15	106.714	0.1	
31093	143.998	109.681	0.451	
31118	208.349	110.704	0.547	
31217	182.999	109.705	0.8	
31248	102.298	109.678	0.273	
31269	180.17	127.659	0.966	
31296	218.285	110.704	0.403	
31322	261.785	110.68	0.529	
31620	140.202	115.663	0.37	
31735	175.536	129.628	0.759	
31749	296.761	145.588	1.0	
31817	187.739	84.769	0.41	
32038	88.206	107.712	0.604	
32081	142.8	115.716	0.95	
32285	91.019	110.728	1.0	
32334	176.238	128.631	0.602	
32570	200.991	110.703	0.901	
32610	145.847	109.706	0.796	
32735	108.622	111.676	0.826	
32811	90.878	114.693	1.0	
32817	127.162	113.697	0.9	
32861	175.775	106.739	0.95	
32887	186.213	129.676	0.538	
32901	208.764	146.632	0.63	
32941	205.009	115.714	0.467	
33005	155.204	111.7	0.9	
33104	177.355	137.656	0.292	
33109	208.58	128.632	0.603	
33114	139.596	127.682	0.206	
33221	96.407	111.678	0.599	
33368	68.971	106.69	0.532	
33638	150.171	106.748	0.129	
33707	213.572	146.584	0.802	
33759	369.718	131.673	0.597	
33854	191.382	110.709	0.592	
34071	48.056	111.719	0.9	
34139	143.284	127.633	0.644	
34205	115.105	109.709	0.269	
34257	155.679	105.741	0.195	
34417	128.857	129.677	0.6	
34452	212.416	129.653	0.883	
34760	147.889	108.708	0.728	
34873	92.082	129.628	0.404	
35062	124.756	106.715	0.505	
35197	132.787	107.737	0.966	
35279	231.938	127.659	0.836	
35326	122.29	128.631	0.244	
35682	176.335	114.669	0.693	
35770	97.133	114.669	0.279	
35963	305.078	115.716	0.404	
36494	134.416	110.705	0.318	
36539	139.604	106.739	0.733	
36660	131.33	105.717	0.607	
36678	173.516	102.699	0.522	
36844	104.43	129.629	0.493	
36861	119.929	113.727	0.9	
36936	127.25	106.688	0.431	
37670	115.033	130.65	0.244	
37689	160.585	110.734	0.415	
37740	107.603	129.65	0.326	
37751	220.692	128.656	0.498	
37777	39.876	110.728	0.602	
37988	66.374	130.621	0.841	
38048	47.661	91.758	0.542	
38070	76.983	131.648	1.0	
38118	108.604	111.677	0.404	
38210	139.084	106.691	0.522	
38576	107.385	106.718	0.884	
38678	180.661	116.663	0.656	
38825	239.93	111.678	1.0	
38829	208.864	109.682	0.511	
39405	116.066	129.628	0.252	
39477	230.748	109.678	0.265	
39480	75.125	111.726	0.95	
39484	118.442	109.703	0.375	
39551	150.381	108.71	0.689	
39670	413.558	145.616	1.0	
39769	169.073	129.653	0.787	
39785	132.887	129.628	0.424	
39914	155.893	117.686	0.642	
39951	86.374	110.679	0.485	
39956	105.022	110.704	0.703	
40036	236.932	109.706	0.866	
40083	101.711	110.681	0.621	
40471	189.678	107.736	0.273	
40757	132.583	106.688	0.599	
41488	75.77	101.732	-1.0	
41633	153.619	110.68	0.9	
41635	176.197	130.65	0.826	
41872	93.418	110.704	0.711	
41888	276.283	128.681	0.766	
41990	125.609	126.637	0.752	
42070	202.712	126.637	0.601	
42102	93.927	64.826	0.666	
42178	262.153	128.656	0.101	
42276	128.82	116.66	0.751	
42296	201.113	110.703	0.835	
42528	101.491	128.68	0.533	
42563	198.512	147.636	0.9	
42628	165.578	110.705	0.819	
42888	179.771	128.628	-1.0	
42889	103.945	114.693	0.95	
43314	136.84	126.686	0.426	
43435	242.413	145.587	0.385	
43581	91.543	111.675	0.901	
43737	113.714	116.696	0.566	
43816	132.455	110.68	0.814	
44068	94.79	114.693	1.0	
44195	116.08	116.685	0.834	
44260	247.624	109.729	0.252	
44279	162.216	109.706	0.295	
44590	136.173	92.727	0.679	
44652	60.016	110.729	1.0	
44699	221.551	110.68	0.926	
44877	114.87	111.675	0.541	
45070	277.896	153.619	0.752	
45090	81.876	89.759	0.441	
45229	150.457	128.631	0.102	
45472	237.35	109.68	0.307	
45550	101.08	129.638	0.502	
45596	122.812	103.723	0.578	
45728	140.087	131.672	0.05	
46031	195.541	129.63	0.854	
46048	109.602	127.634	0.629	
46252	307.527	127.683	0.811	
46378	130.475	101.729	0.7	
46463	107.898	127.685	0.663	
46497	104.121	111.699	0.711	
46804	295.442	129.652	1.0	
46872	213.142	106.715	0.372	
47010	203.415	128.656	0.711	
47112	184.469	127.659	0.389	
47121	72.141	127.657	0.53	
47571	282.652	146.608	0.715	
47585	166.964	107.736	0.809	
47740	199.585	102.725	0.483	
47769	90.714	130.674	0.597	
47801	154.909	148.603	0.495	
47819	213.408	130.626	0.95	
47828	137.234	87.765	0.624	
48153	224.738	128.681	0.801	
48396	145.057	110.703	0.687	
48504	190.192	110.703	0.574	
48555	97.477	129.657	0.476	
48564	91.016	108.709	1.0	
48924	229.416	110.705	0.269	
49060	160.644	105.717	0.486	
49091	152.101	110.678	-1.0	
49259	262.38	107.714	1.0	
49269	114.894	105.693	0.802	
49759	163.897	129.679	0.801	
49761	138.767	128.679	0.215	
49810	183.307	111.726	0.782	
50006	149.32	128.655	0.216	
50145	50.808	111.674	0.48	
50149	178.939	128.657	0.45	
50165	191.142	109.682	0.7	
50326	36.556	130.65	0.614	
50331	160.688	128.628	0.051	
50380	159.121	110.703	0.761	
50638	237.951	107.735	0.403	
50679	83.379	109.732	0.624	
50811	159.192	142.644	0.708	
50828	117.156	131.624	0.591	
50844	186.881	106.717	0.85	
50896	305.22	145.585	0.279	
50943	110.09	87.789	0.454	
51008	120.244	129.681	1.0	
51309	223.239	103.722	0.864	
51314	107.043	130.652	0.751	
51326	207.355	110.679	0.7	
51598	82.362	92.785	0.505	
51610	61.946	110.703	1.0	
51712	201.825	101.751	0.925	
51738	72.021	131.652	0.622	
51938	150.581	128.655	0.59	
51961	170.066	108.709	0.9	
51976	177.801	111.701	0.9	
52007	242.97	116.7	0.519	
52017	87.004	109.708	0.505	
52412	223.057	110.703	0.062	
52413	101.691	129.627	0.527	
52462	176.662	110.705	0.9	
52507	224.924	109.681	0.95	
52565	88.755	130.65	1.0	
52591	112.988	91.755	0.95	
52891	149.782	110.679	0.238	
52996	122.368	110.46	0.422	
53505	102.822	110.678	0.758	
53529	105.228	111.701	0.861	
53624	206.684	110.708	0.598	
53626	166.861	128.632	0.564	
53909	145.521	116.687	0.584	
53994	187.024	118.682	0.519	
54123	274.965	110.68	0.74	
54164	100.93	109.679	0.85	
54592	62.726	109.708	0.653	
54593	283.703	109.683	0.541	
54605	149.695	147.582	0.722	
54628	151.651	116.688	0.194	
54654	190.65	105.692	0.851	
54931	179.202	107.683	0.925	
54967	111.692	106.715	0.408	
55002	119.745	130.65	1.0	
55022	187.728	115.691	0.424	
55072	190.149	112.699	1.0	
55150	177.951	110.704	0.6	
55167	205.364	102.702	0.424	
55299	97.646	110.704	0.499	
55528	89.516	129.626	0.565	
55950	165.031	106.689	0.845	
56127	256.563	138.599	0.399	
56288	129.055	128.654	0.734	
56344	82.604	127.313	0.718	
56350	136.451	145.609	0.115	
56545	160.294	118.659	1.0	
57027	263.679	111.672	0.942	
57149	151.208	109.681	0.411	
57150	53.224	115.69	0.434	
57232	224.561	148.603	0.319	
57238	74.03	116.249	0.942	
57244	229.116	111.674	0.5	
57597	193.115	109.707	0.347	
57672	143.812	129.653	0.645	
57725	228.032	129.653	0.9	
57760	83.689	106.714	0.457	
58029	122.511	128.631	0.678	
58111	123.063	147.579	0.367	
58350	102.744	128.655	0.732	
58384	167.807	127.658	0.888	
58393	68.852	128.655	0.337	
58539	139.028	111.701	0.548	
58636	204.313	144.613	-1.0	
58655	185.732	107.713	0.9	
58705	250.582	125.661	0.969	
59044	86.145	110.679	0.406	
59386	155.772	107.685	0.44	
59598	95.319	128.632	0.643	
59635	169.67	118.658	0.601	
59920	81.018	108.709	0.901	
60052	114.917	109.68	0.505	
60090	210.724	110.703	0.202	
60102	141.469	103.723	1.0	
60347	365.385	117.66	1.0	
60363	134.344	133.617	0.071	
60449	108.512	116.689	0.703	
60507	114.698	111.676	0.473	
60770	171.884	132.619	1.0	
60823	263.601	129.63	0.216	
60835	258.083	129.627	0.631	
60855	122.578	127.658	0.962	
60886	100.406	111.701	0.703	
60899	136.013	90.757	0.32	
60932	144.727	109.707	0.597	
61108	140.132	128.655	0.332	
61171	182.486	129.654	0.896	
61268	150.908	110.704	0.231	
61333	110.366	129.629	0.142	
61418	143.265	129.653	0.664	
61471	87.501	128.654	0.601	
61584	179.27	128.656	0.557	
61658	206.558	128.632	0.195	
61747	210.129	146.582	1.0	
61960	149.072	102.724	0.356	
62025	74.153	114.669	0.573	
62353	373.936	129.654	0.585	
62355	221.844	110.704	0.738	
62554	137.164	109.706	0.311	
62692	162.098	107.686	0.533	
