id	data_size	infer_time	accuracy	
65798	219.874	95.768	0.285	
66038	254.611	96.742	0.375	
66135	103.292	97.714	1.0	
66231	159.775	90.729	0.402	
66523	91.188	66.854	0.8	
66561	183.705	90.519	0.925	
66635	67.205	96.718	0.752	
66706	193.209	98.757	0.049	
66771	169.717	95.909	0.685	
66817	160.361	100.051	0.4	
66841	114.142	62.832	0.365	
66886	131.05	89.731	0.9	
66926	74.733	95.743	0.746	
67180	176.909	67.005	0.703	
67213	216.152	95.717	0.622	
67310	150.371	67.819	0.493	
67315	154.155	91.931	0.851	
67406	82.521	97.739	0.942	
67534	118.69	48.87	0.883	
67616	240.581	95.743	0.204	
67896	251.23	94.747	0.7	
68078	77.691	58.865	0.422	
68093	278.31	95.769	0.651	
68286	142.022	79.759	0.4	
68387	105.287	98.602	0.718	
68409	81.754	62.856	0.545	
68628	100.623	93.749	0.9	
68765	116.346	95.769	0.95	
68833	235.642	95.91	0.631	
68933	114.682	79.787	0.899	
69106	124.435	91.926	0.895	
69138	75.755	59.813	0.451	
69213	107.287	90.765	0.558	
69224	40.521	95.898	0.438	
69356	199.392	96.766	0.392	
69795	154.609	95.722	0.9	
70048	184.179	94.746	0.832	
70158	188.265	60.855	0.834	
70229	221.237	69.513	0.48	
70254	202.909	79.811	0.558	
70739	103.959	94.747	0.695	
70774	191.341	89.737	0.166	
71226	133.884	88.912	0.95	
71451	104.765	59.859	1.0	
71711	182.924	89.737	0.42	
71756	122.103	95.769	0.676	
71877	159.272	61.844	0.933	
71938	68.211	97.744	0.934	
72281	126.912	62.851	1.0	
72795	180.198	97.875	0.698	
72813	106.086	94.746	0.955	
72852	276.506	61.834	0.876	
73118	182.239	99.709	0.667	
73153	82.755	62.857	0.454	
73326	185.626	95.783	0.443	
73533	130.354	96.328	0.81	
73702	229.459	65.8	0.573	
73946	102.48	92.932	0.578	
74058	98.95	90.733	0.259	
74092	154.387	63.198	0.324	
74200	112.819	96.742	0.497	
74209	166.224	94.749	0.352	
74256	144.158	94.744	0.542	
74457	139.584	79.786	0.925	
74646	99.029	65.917	0.278	
74733	174.63	98.71	0.807	
74860	111.29	90.758	0.85	
75393	97.454	90.059	0.116	
75456	111.53	90.781	1.0	
75612	101.683	95.768	0.586	
76211	166.629	96.765	0.5	
76261	18.369	89.935	0.825	
76416	236.312	94.747	0.405	
76417	225.393	94.748	0.738	
76468	235.234	95.744	0.296	
76547	241.865	95.72	0.361	
76625	172.647	93.746	0.539	
76731	94.817	80.759	1.0	
77396	118.917	95.745	0.67	
77460	93.899	62.805	0.274	
77595	141.635	91.755	1.0	
78032	185.684	78.788	0.597	
78170	151.754	98.761	0.324	
78266	208.182	91.43	0.133	
78404	93.546	91.731	0.452	
78420	107.794	95.95	1.0	
78426	71.479	92.283	0.631	
78565	144.041	95.719	0.468	
78748	212.915	94.963	0.708	
78823	154.229	94.772	0.941	
78843	155.632	95.941	0.75	
78915	290.62	68.839	0.66	
78959	145.976	59.84	0.0	
79014	44.896	63.062	0.9	
79031	228.114	90.757	1.0	
